Work_ID,Title,Year,Cited_by,Authors,Author_IDs,Concepts
W3125244167,Conceptualizing and Measuring Democracy,2002,1097,Gerardo L. Munck; Jay Verkuilen,A5004209364; A5054944041,Conceptualization; Democracy; Quality (philosophy)
W2022996068,Network analysis of 2-mode data,1997,1096,Stephen P. Borgatti; Martin G. Everett,A5027512257; A5022929961,Centrality; Social network analysis; Network science
W2735791018,"Determinants of Internet skills, uses and outcomes. A systematic review of the second- and third-level digital divide",2017,1096,Anique Scheerder; Alexander Johannes Aloysius Maria van Deursen; Jan van Dijk,A5057302173; A5024304302; A5013279503,Digital divide; The Internet; Terminology
W2022088394,Noninvasive genetic sampling: look before you leap,1999,1095,Pierre Taberlet; Lisette P. Waits; Gordon Luikart,A5000853268; A5088080829; A5051760478,Sampling (signal processing); Exploit; Computer science
W2047998870,CytoNCA: A cytoscape plugin for centrality analysis and evaluation of protein interaction networks,2014,1095,Yu Tang; Min Li; Jianxin Wang; Yi Pan; Fang‐Xiang Wu,A5103120289; A5100719013; A5100438360; A5101465265; A5091157395,Plug-in; Centrality; Computer science
W2074709832,A survey on trust management for Internet of Things,2014,1095,Zheng Yan; Peng Zhang; Athanasios V. Vasilakos,A5078219471; A5100364054; A5074022699,Computer science; Trust management (information system); Internet of Things
W1928669025,A Practical Iterative Framework for Qualitative Data Analysis,2009,1094,Prachi Srivastava; Nick Hopwood,A5091441719; A5090416073,Reflexivity; Computer science; Meaning (existential)
W1965119719,The survey research handbook,1990,1093,Pamela L. Alreck; Robert B. Settle,A5046903091; A5034045374,Data science; Computer science
W1980399291,Analytic methods in accident research: Methodological frontier and future directions,2013,1093,Fred Mannering; Chandra R. Bhat,A5070617875; A5069115743,Risk analysis (engineering); Variety (cybernetics); Crash
W2988359971,"A Survey on Digital Twin: Definitions, Characteristics, Applications, and Design Implications",2019,1093,Barbara Rita Barricelli; Elena Casiraghi; Daniela Fogli,A5007411040; A5079939753; A5030315979,Computer science; Data science; Cloud computing
W2989530049,Visualizing a field of research: A methodology of systematic scientometric reviews,2019,1093,Chaomei Chen; Min Song,A5018100309; A5045749444,Computer science; Data science; Conceptualization
W4224300633,Particle Swarm Optimization Algorithm and Its Applications: A Systematic Review,2022,1093,Ahmed G. Gad,A5017287168,Particle swarm optimization; Swarm intelligence; Computer science
W2099506356,"Best-Practice Recommendations for Defining, Identifying, and Handling Outliers",2013,1092,Herman Aguinis; Ryan K. Gottfredson; Harry Joo,A5067660877; A5017768521; A5090106662,Outlier; Computer science; Transparency (behavior)
W2324911479,Resource Selection by Animals,1993,1092,Bryan F. J. Manly; Lyman L. McDonald; Dana Thomas,A5109242567; A5109262010; A5035072886,Selection (genetic algorithm); Resource (disambiguation); Field (mathematics)
W1943895098,"A vast machine: computer models, climate data, and the politics of global warming",2010,1091,Robert S. Chen,A5085894356,Global warming; Politics; Climate change
W397180395,Selecting Empirical Methods for Software Engineering Research,2007,1091,Steve Easterbrook; Janice Singer; Margaret-Anne Storey; Daniela Damian,A5079349226; A5111890864; A5103548603; A5007049054,Empirical research; Computer science; Variety (cybernetics)
W2108906160,The functions of multiple representations,1999,1090,Shaaron Aınsworth,A5051272015,Taxonomy (biology); Computer science; Artificial intelligence
W2157298821,Biometrics: A Tool for Information Security,2006,1090,Anil K. Jain; Arun Ross; Sharath Pankanti,A5100613677; A5061834795; A5078542580,Biometrics; Computer security; Computer science
W2912486915,Linked Data,2011,1090,Tom Heath; Christian Bizer; James Hendler,A5068591642; A5076876024; A5010414972,Linked data; Computer science; World Wide Web
W2087692915,Exploiting geographical influence for collaborative point-of-interest recommendation,2011,1088,Mao Ye; Peifeng Yin; Wang-Chien Lee; Dik Lun Lee,A5100682790; A5049036241; A5091716232; A5036572194,Computer science; Collaborative filtering; Preference
W2338402873,Perspective: Materials informatics and big data: Realization of the “fourth paradigm” of science in materials science,2016,1088,Ankit Agrawal; Alok Choudhary,A5004659592; A5074976770,Big data; Materials informatics; Data science
W2144086069,DisGeNET: a discovery platform for the dynamical exploration of human diseases and their genes,2015,1087,Janet Piñero; Núria Queralt-Rosiñach; Álex Bravo; Jordi Deu-Pons; Anna Bauer‐Mehren; Martín Baron; Ferrán Sanz; Laura I. Furlong,A5054199754; A5080481806; A5072446636; A5065546470; A5030710827; A5006869242; A5056335906; A5028427590,Plug-in; Variety (cybernetics); Suite
W2151277589,The vocabulary of microbiome research: a proposal,2015,1087,Julian R. Marchesi; Jacques Ravel,A5027399260; A5053827358,Microbiome; Metagenomics; Biology
W2167712474,"Understanding, scoping and defining user experience",2009,1087,Effie Lai‐Chong Law; Virpi Roto; Marc Hassenzahl; Arnold Vermeeren; Joke Kort,A5033477639; A5039871675; A5036518567; A5003136583; A5046419783,Explication; User experience design; Scope (computer science)
W2409649574,Applications and limitations of radiomics,2016,1087,Stephen Yip; Hugo J.W.L. Aerts,A5101785824; A5001452511,Radiomics; Computer science; Medical physics
W2970740744,Promoting transparency and reproducibility in enhanced molecular simulations,2019,1086,Massimiliano Bonomi; Giovanni Bussi; Carlo Camilloni; Gareth A. Tribello; Pavel Banáš; Alessandro Barducci; Mattia Bernetti; Peter G. Bolhuis; Sandro Bottaro; Davide Branduardi; Riccardo Capelli; Paolo Carloni; Michele Ceriotti; Andrea Cesari; Haochuan Chen; Wei Chen; Francesco Colizzi; Sandip De; Marco De La Pierre; Davide Donadio; Viktor Drobot; Bernd Ensing; Andrew L. Ferguson; Marta Filizola; James S. Fraser; Haohao Fu; Piero Gasparotto; Francesco Luigi Gervasio; Federico Giberti; Alejandro Gil-Ley; Toni Giorgino; Gabriella T. Heller; Glen M. Hocky; Marcella Iannuzzi; Michele Invernizzi; Kim E. Jelfs; Alexander Jussupow; Evgeny Kirilin; Alessandro Laio; Vittorio Limongelli; Kresten Lindorff‐Larsen; Thomas Löhr; Fabrizio Marinelli; Layla Martin‐Samos; Matteo Masetti; Ralf Meyer; Angelos Michaelides; Carla Molteni; Tetsuya Morishita; Marco Nava; Cristina Paissoni; Elena Papaleo; Michele Parrinello; Jim Pfaendtner; Pablo M. Piaggi; GiovanniMaria Piccini; Adriana Pietropaolo; Fabio Pietrucci; Silvio Pipolo; Davide Provasi; David Quigley; Paolo Raiteri; Stefano Raniolo; Jakub Rydzewski; Matteo Salvalaglio; Gabriele C. Sosso; Vojtěch Spiwok; Jiřı́ Šponer; David W. Swenson; Pratyush Tiwary; Ómar Valsson; Michele Vendruscolo; Gregory A. Voth; Andrew Dickson White; The Plumed Consortium,A5056483461; A5005340330; A5044583992; A5007941510; A5083895400; A5044840019; A5082187932; A5065938694; A5034888330; A5072863926; A5041625800; A5043471682; A5021241296; A5053916888; A5067685274; A5010844336; A5069260772; A5076055212; A5073817158; A5014039622; A5087868164; A5090834340; A5023302612; A5000978218; A5051355898; A5058699852; A5009772769; A5023053470; A5025878565; A5025818457; A5052899068; A5056600397; A5087654509; A5037289525; A5013746130; A5056792018; A5045312855; A5081827220; A5066542398; A5026034661; A5019872729; A5052200585; A5066819680; A5016390582; A5038881721; A5033903790; A5056513432; A5016838029; A5076003513; A5071577345; A5082524214; A5089976447; A5023487560; A5001203301; A5073103976; A5084661514; A5043791282; A5015296013; A5090277181; A5067700341; A5028376373; A5071019558; A5005907422; A5003660105; A5048652523; A5032441712; A5068377776; A5026399646; A5080990321; A5070740163; A5052288884; A5038452125; A5088327041; A5103115676; A5099861239,Transparency (behavior); Reproducibility; Molecular dynamics
W2085766370,The application of data mining techniques in financial fraud detection: A classification framework and an academic review of literature,2010,1085,Eric W.T. Ngai; Yong Hu; Yung Hou Wong; Yijun Chen; Xin Sun,A5080121059; A5086685216; A5074242872; A5100413918; A5015182080,Credit card fraud; Computer science; Cluster analysis
W2963961878,FEVER: a Large-scale Dataset for Fact Extraction and VERification,2018,1085,James Thorne; Andreas Vlachos; Christos Christodoulopoulos; Arpit Mittal,A5108631674; A5067943980; A5026253371; A5017772135,Computer science; Computational linguistics; Scale (ratio)
W1998399571,Deep Machine Learning - A New Frontier in Artificial Intelligence Research [Research Frontier],2010,1084,Itamar Arel; Derek Rose; Thomas P. Karnowski,A5035780973; A5070858681; A5004617550,Deep learning; Artificial intelligence; Frontier
W2160336621,Explanation: a mechanist alternative,2005,1084,William Bechtel; Adele Abrahamsen,A5047924976; A5082001747,Epistemology; Inference; Mechanism (biology)
W2062723458,The unified theory of acceptance and use of technology (UTAUT): a literature review,2015,1083,Michael D. Williams; Nripendra P. Rana; Yogesh K. Dwivedi,A5002569790; A5034248834; A5048622877,Unified theory of acceptance and use of technology; Expectancy theory; Structural equation modeling
W2145446394,Differences in the mechanics of information diffusion across topics,2011,1083,Daniel M. Romero; Brendan Meeder; Jon Kleinberg,A5064158757; A5035604081; A5055710645,Computer science; Variation (astronomy); Diffusion
W4288083766,Deep Learning Based Recommender System,2019,1083,Shuai Zhang; Lina Yao; Aixin Sun; Yi Tay,A5100328904; A5052731721; A5100618738; A5103069680,Computer science; Recommender system; Deep learning
W2984048300,Astronomical Data Analysis Software and Systems XVI,2007,1082,Richard A. Shaw; Felix Hill; David Bell,A5026762525; A5010396788; A5077612350,Software; Computer science; Data science
W950082919,Organization of Behavior.,1950,1082,Sylvan J. Kaplan,A5031774926,Computer science; Data science; World Wide Web
W2029705137,What Are the Odds? A Practical Guide to Computing and Reporting Bayes Factors,2014,1081,Andrew F. Jarosz; Jennifer Wiley,A5041519546; A5028420397,Bayes' theorem; Bayes factor; Computer science
W2098418070,Topographic ERP Analyses: A Step-by-Step Tutorial Review,2008,1081,Micah M. Murray; Denis Brunet; Christoph M. Michel,A5029520140; A5112426379; A5008380362,Interpretability; Computer science; Set (abstract data type)
W2144588155,Synthetic biology: new engineering rules for an emerging discipline,2006,1081,Ernesto Andrianantoandro; Subhayu Basu; David Karig; Ron Weiss,A5017902305; A5082801465; A5075311852; A5090030865,Synthetic biology; Context (archaeology); Systems biology
W2053122258,"Usable Knowledge, Social Science and Social Problem Solving",1980,1080,Charles E. Lindblom; David K. Cohen; John Warfield,A5086246320; A5024280994; A5034377163,USable; Computer science; Social knowledge
W2123263696,An Agenda for Purely Confirmatory Research,2012,1080,Eric‐Jan Wagenmakers; Ruud Wetzels; Denny Borsboom; Han L. J. van der Maas; Rogier Kievit,A5063079579; A5109352119; A5029100305; A5074616217; A5057467882,Psychology; Extrasensory perception; Commit
W3124079976,"The NBER Patent Citations Data File: Lessons, Insights and Methodological Tools",2001,1080,Bronwyn H. Hall; Adam B. Jaffe; Manuel Trajtenberg,A5012935802; A5022731487; A5070546728,Generality; Citation; Originality
W2051508205,"Information Systems Development: Methodologies, Techniques and Tools",1995,1079,David Avison; G. Fitzgerald,A5111380801; A5112248353,Development (topology); Computer science; Information system
W2066682117,Patients' memory for medical information,2003,1079,R.P.C. Kessels,A5037697782,Computer science; Text mining; Information retrieval
W2728500950,Practical Considerations for Using Exploratory Factor Analysis in Educational Research.,2013,1079,Amy S. Beavers; John W. Lounsbury; Jennifer Richards; Schuyler W. Huck; Gary Skolits; Shelley L. Esquivel,A5049690415; A5088626827; A5028200979; A5029572156; A5078810549; A5090238685,Exploratory factor analysis; Factor (programming language); Computer science
W3003651800,"Internet of Things (IoT) for Next-Generation Smart Systems: A Review of Current Challenges, Future Trends and Prospects for Emerging 5G-IoT Scenarios",2020,1079,Kinza Shafique; Bilal A. Khawaja; Farah Sabir; Sameer Qazi; Muhammad Mustaqim,A5025508215; A5034962640; A5021930469; A5073779381; A5010203692,Internet of Things; Computer science; Current (fluid)
W1582368210,Structural Health Monitoring: A Machine Learning Perspective,2012,1077,Charles R. Farrar; Keith Worden,A5040799192; A5017996489,Perspective (graphical); Computer science; Context (archaeology)
W1977955686,Counterintuitive orbital mixing in semiempirical and ab initio molecular orbital calculations,1978,1077,J. H. Ammeter; Hans Beat Buergi; Jack C. Thibeault; Ronald Hoffmann,A5032427083; A5110622537; A5012872836; A5076967324,Citation; Counterintuitive; Ab initio
W1998489119,"1. Ecometrics: Toward a Science of Assessing Ecological Settings, with Application to the Systematic Social Observation of Neighborhoods",1999,1077,Stephen W. Raudenbush; Robert J. Sampson,A5112799992; A5072254459,Observational study; Census; Data science
W2147042673,Principles of forecasting : a handbook for researchers and practitioners,2001,1077,J. Scott Armstrong,A5036713900,Index (typography); Bootstrapping (finance); Extrapolation
W2161072671,MOOCs: A systematic study of the published literature 2008-2012,2013,1077,Tharindu R. Liyanagunawardena; Andrew Adams; Shirley Williams,A5075304580; A5102162334; A5050047059,Globe; Systematic review; Variety (cybernetics)
W3169407454,"Using Synthetic Controls: Feasibility, Data Requirements, and Methodological Aspects",2021,1077,Alberto Abadie,A5082456527,Interpretability; Synthetic data; Computer science
W2044974871,Surviving Your Dissertation: A Comprehensive Guide to Content and Process,1993,1076,Edward W. Cundiff; Kjell Erik Rudestam; Rae R. Newton,A5024346717; A5003585009; A5109005409,Presentation (obstetrics); Process (computing); Management science
W2153207204,Discovering regions of different functions in a city using human mobility and POIs,2012,1076,Jing Yuan; Yu Zheng; Xing Xie,A5023905379; A5100681023; A5044651577,Beijing; Computer science; Point of interest
W2104977387,Competition and multiscaling in evolving networks,2001,1075,Ginestra Bianconi; Albert‐László Barabási,A5022368086; A5038976962,Competition (biology); Computer science; Exponent
W2340006107,Algorithm Design,2005,1075,Jon Kleinberg; Éva Tardos,A5055710645; A5025175846,Computer science; Field (mathematics); Process (computing)
W3098865414,Using simulation studies to evaluate statistical methods,2019,1075,Tim P. Morris; Ian R. White; Michael J. Crowther,A5077866593; A5058039205; A5088693535,Computer science; Terminology; Key (lock)
W3124675547,Facial Expression Analysis under Partial Occlusion,2018,1075,Ligang Zhang; Brijesh Verma; Dian Tjondronegoro; Vinod Chandran,A5100778318; A5026528338; A5053074581; A5001328179,Computer science; Context (archaeology); Perspective (graphical)
W2053818267,Fundamentals of experimental design for cDNA microarrays,2002,1074,Gary A. Churchill,A5012821611,DNA microarray; Biology; Microarray
W2146030020,Appraising the Evidence: Reviewing Disparate Data Systematically,2002,1074,Sheila Hawker; Sheila Payne; Christine Kerr; Michael Hardey; J. Enoch Powell,A5065581197; A5085227797; A5091820656; A5112789771; A5103585518,Management science; Critical appraisal; Engineering ethics
W2166468869,Network‐based prediction of protein function,2007,1074,Roded Sharan; Igor Ulitsky; Ron Shamir,A5046958549; A5088681851; A5038806020,Biology; Annotation; Computational biology
